Tumor_Sample_Barcode	Tumor_type	SBS.Sig.max	Replication_Zone	Mutations_Mb_decile_zone	Mutations_Mb_decile_zone_histo	MSI
cd9efdef-a7fb-49e5-9515-63606ae8bbfc	Ovary-AdenoCA	AICDA_canonical	Early	119	119	MSS
cd9efdef-a7fb-49e5-9515-63606ae8bbfc	Ovary-AdenoCA	AICDA_canonical	Late	182	-182	MSS
cdc2c513-590f-444b-9347-32ba365313a7	CNS-PiloAstro	AICDA_canonical	Early	2	2	MSS
cdc2c513-590f-444b-9347-32ba365313a7	CNS-PiloAstro	AICDA_canonical	Late	5	-5	MSS
cdc672cc-35df-4f10-88f1-d3e40dabf601	CNS-Medullo	AICDA_canonical	Early	30	30	MSS
cdc672cc-35df-4f10-88f1-d3e40dabf601	CNS-Medullo	AICDA_canonical	Late	26	-26	MSS
cdcc04fc-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	229	229	MSS
cdcc04fc-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	357	-357	MSS
cdf045a6-ab6a-4dc5-b0b0-d72fbb26b0bb	Kidney-RCC	AICDA_canonical	Early	78	78	MSS
cdf045a6-ab6a-4dc5-b0b0-d72fbb26b0bb	Kidney-RCC	AICDA_canonical	Late	73	-73	MSS
ce6154e9-3f3a-442f-a608-35e1bab66927	CNS-Medullo	AICDA_canonical	Early	55	55	MSS
ce6154e9-3f3a-442f-a608-35e1bab66927	CNS-Medullo	AICDA_canonical	Late	67	-67	MSS
ce799e7b-30e7-44a5-a185-3e50d5e059ef	Eso-AdenoCA	AICDA_canonical	Early	133	133	MSS
ce799e7b-30e7-44a5-a185-3e50d5e059ef	Eso-AdenoCA	AICDA_canonical	Late	182	-182	MSS
ce85ccf3-6621-4976-b187-2f28d45dd4d9	Lymph-BNHL	AICDA_canonical	Early	566	566	MSS
ce85ccf3-6621-4976-b187-2f28d45dd4d9	Lymph-BNHL	AICDA_canonical	Late	685	-685	MSS
cef1fb1c-18fa-453a-b87f-295d3b0bc12b	Panc-Endocrine	AICDA_canonical	Early	12	12	MSS
cef1fb1c-18fa-453a-b87f-295d3b0bc12b	Panc-Endocrine	AICDA_canonical	Late	11	-11	MSS
cf072bfe-3191-4a71-9e0b-decaa28365e1	Panc-AdenoCA	AICDA_canonical	Early	95	95	MSS
cf072bfe-3191-4a71-9e0b-decaa28365e1	Panc-AdenoCA	AICDA_canonical	Late	163	-163	MSS
cf2d34c4-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	402	402	MSS
cf2d34c4-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	432	-432	MSS
cf6c7066-6611-43ec-aef1-295a976cce5b	Ovary-AdenoCA	AICDA_canonical	Early	342	342	MSS
cf6c7066-6611-43ec-aef1-295a976cce5b	Ovary-AdenoCA	AICDA_canonical	Late	319	-319	MSS
cf777ef1-765f-4828-b789-f5aa6722eb35	Liver-HCC	AICDA_canonical	Early	153	153	MSS
cf777ef1-765f-4828-b789-f5aa6722eb35	Liver-HCC	AICDA_canonical	Late	188	-188	MSS
cfe0bf13-2ff4-4164-9b6a-cd3615bf3ddc	Panc-AdenoCA	AICDA_canonical	Early	134	134	MSS
cfe0bf13-2ff4-4164-9b6a-cd3615bf3ddc	Panc-AdenoCA	AICDA_canonical	Late	160	-160	MSS
d00625b4-6e0e-4d96-8e4c-8f1ddcc7aded	CNS-PiloAstro	AICDA_canonical	Early	6	6	MSS
d00625b4-6e0e-4d96-8e4c-8f1ddcc7aded	CNS-PiloAstro	AICDA_canonical	Late	6	-6	MSS
d0161ca7-3c33-4fe5-80df-0cc4b3c4e8ee	CNS-Medullo	AICDA_canonical	Early	21	21	MSS
d0161ca7-3c33-4fe5-80df-0cc4b3c4e8ee	CNS-Medullo	AICDA_canonical	Late	21	-21	MSS
d0469256-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	246	246	MSS
d0469256-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	364	-364	MSS
d05ea63c-86a3-463a-a790-2edaa74b4da7	Panc-AdenoCA	AICDA_canonical	Early	128	128	MSS
d05ea63c-86a3-463a-a790-2edaa74b4da7	Panc-AdenoCA	AICDA_canonical	Late	215	-215	MSS
d0f4dd92-a63b-4766-8889-5327fca1bd91	Prost-AdenoCA	AICDA_canonical	Early	56	56	MSS
d0f4dd92-a63b-4766-8889-5327fca1bd91	Prost-AdenoCA	AICDA_canonical	Late	101	-101	MSS
d17c2123-d262-43f4-9d06-3547f991cde7	CNS-Medullo	AICDA_canonical	Early	21	21	MSS
d17c2123-d262-43f4-9d06-3547f991cde7	CNS-Medullo	AICDA_canonical	Late	33	-33	MSS
d1804679-e728-4597-ac69-49554c087b9e	Panc-AdenoCA	AICDA_canonical	Early	88	88	MSS
d1804679-e728-4597-ac69-49554c087b9e	Panc-AdenoCA	AICDA_canonical	Late	170	-170	MSS
d182b67c-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	78	78	MSS
d182b67c-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	132	-132	MSS
d1842491-29ff-4801-8c8a-4d619f749dd1	Eso-AdenoCA	AICDA_canonical	Early	216	216	MSS
d1842491-29ff-4801-8c8a-4d619f749dd1	Eso-AdenoCA	AICDA_canonical	Late	276	-276	MSS
d1875ee6-6677-4117-a7a8-930ab5cde775	Prost-AdenoCA	AICDA_canonical	Early	60	60	MSS
d1875ee6-6677-4117-a7a8-930ab5cde775	Prost-AdenoCA	AICDA_canonical	Late	73	-73	MSS
d1be624b-eb76-4ce3-a6ba-ffc5b23953d3	Lymph-CLL	AICDA_canonical	Early	34	34	MSS
d1be624b-eb76-4ce3-a6ba-ffc5b23953d3	Lymph-CLL	AICDA_canonical	Late	73	-73	MSS
d1cebf4a-4127-47ee-85cb-465fca2ac445	Prost-AdenoCA	AICDA_canonical	Early	46	46	MSS
d1cebf4a-4127-47ee-85cb-465fca2ac445	Prost-AdenoCA	AICDA_canonical	Late	56	-56	MSS
d1d2932b-f1c4-4080-9b75-dcf1ab0ab217	CNS-PiloAstro	AICDA_canonical	Early	2	2	MSS
d1d2932b-f1c4-4080-9b75-dcf1ab0ab217	CNS-PiloAstro	AICDA_canonical	Late	1	-1	MSS
d277e679-9fdd-44cd-9f2c-f9927e44d721	Prost-AdenoCA	AICDA_canonical	Early	42	42	MSS
d277e679-9fdd-44cd-9f2c-f9927e44d721	Prost-AdenoCA	AICDA_canonical	Late	68	-68	MSS
d2ab7fd4-d1c7-48ae-ba9a-78c5d811465e	Kidney-RCC	AICDA_canonical	Early	155	155	MSS
d2ab7fd4-d1c7-48ae-ba9a-78c5d811465e	Kidney-RCC	AICDA_canonical	Late	180	-180	MSS
d2b7bb0a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	154	154	MSS
d2b7bb0a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	208	-208	MSS
d2e4dc23-992d-4e44-add4-2972718083cb	Ovary-AdenoCA	AICDA_canonical	Early	152	152	MSS
d2e4dc23-992d-4e44-add4-2972718083cb	Ovary-AdenoCA	AICDA_canonical	Late	159	-159	MSS
d31cce9d-1b38-44fd-9378-0d128e12a011	Lymph-BNHL	AICDA_canonical	Early	98	98	MSS
d31cce9d-1b38-44fd-9378-0d128e12a011	Lymph-BNHL	AICDA_canonical	Late	157	-157	MSS
d333b55b-8bac-4a99-9d23-3cc0c25057bf	Panc-AdenoCA	AICDA_canonical	Early	93	93	MSS
d333b55b-8bac-4a99-9d23-3cc0c25057bf	Panc-AdenoCA	AICDA_canonical	Late	117	-117	MSS
d392ded3-afc8-4c79-b278-40245f18f2f8	Ovary-AdenoCA	AICDA_canonical	Early	111	111	MSS
d392ded3-afc8-4c79-b278-40245f18f2f8	Ovary-AdenoCA	AICDA_canonical	Late	115	-115	MSS
d3ad5b5a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	131	131	MSS
d3ad5b5a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	213	-213	MSS
d3b72600-a888-4ef6-ac5d-661c105405dd	Liver-HCC	AICDA_canonical	Early	604	604	MSS
d3b72600-a888-4ef6-ac5d-661c105405dd	Liver-HCC	AICDA_canonical	Late	721	-721	MSS
d404ac28-da11-4746-9c3b-cf0b1888f67b	Panc-Endocrine	AICDA_canonical	Early	121	121	MSS
d404ac28-da11-4746-9c3b-cf0b1888f67b	Panc-Endocrine	AICDA_canonical	Late	201	-201	MSS
d404ac28-da11-4746-9c3b-cf0b1888f67b	Panc-Endocrine	SBS13	Early	142	142	MSS
d404ac28-da11-4746-9c3b-cf0b1888f67b	Panc-Endocrine	SBS13	Late	270	-270	MSS
d404ac28-da11-4746-9c3b-cf0b1888f67b	Panc-Endocrine	SBS2	Early	416	416	MSS
d404ac28-da11-4746-9c3b-cf0b1888f67b	Panc-Endocrine	SBS2	Late	571	-571	MSS
d4907a1b-8b06-47c5-8bca-c781d9cddaf8	Panc-AdenoCA	AICDA_canonical	Early	118	118	MSS
d4907a1b-8b06-47c5-8bca-c781d9cddaf8	Panc-AdenoCA	AICDA_canonical	Late	215	-215	MSS
d4bf6034-aeae-48a6-907b-10e2cc904015	Ovary-AdenoCA	AICDA_canonical	Early	370	370	MSS
d4bf6034-aeae-48a6-907b-10e2cc904015	Ovary-AdenoCA	AICDA_canonical	Late	404	-404	MSS
d4c6061b-5019-4564-806d-4e75910a4690	Kidney-RCC	AICDA_canonical	Early	255	255	MSS
d4c6061b-5019-4564-806d-4e75910a4690	Kidney-RCC	AICDA_canonical	Late	262	-262	MSS
d4c9e5c6-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	173	173	MSS
d4c9e5c6-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	246	-246	MSS
d4cf11be-3bd7-403b-9722-91d8e8761e4d	Eso-AdenoCA	AICDA_canonical	Early	259	259	MSS
d4cf11be-3bd7-403b-9722-91d8e8761e4d	Eso-AdenoCA	AICDA_canonical	Late	486	-486	MSS
d4ea36e2-1323-4441-8c63-40ce269608f4	CNS-Medullo	AICDA_canonical	Early	18	18	MSS
d4ea36e2-1323-4441-8c63-40ce269608f4	CNS-Medullo	AICDA_canonical	Late	14	-14	MSS
d4ecbf52-f6a9-4394-9d3b-8eb8eee1b17b	CNS-PiloAstro	AICDA_canonical	Early	2	2	MSS
d4ecbf52-f6a9-4394-9d3b-8eb8eee1b17b	CNS-PiloAstro	AICDA_canonical	Late	1	-1	MSS
d515c7d2-2314-46bf-9736-ff3f3d2ab599	Panc-Endocrine	AICDA_canonical	Early	327	327	MSS
d515c7d2-2314-46bf-9736-ff3f3d2ab599	Panc-Endocrine	AICDA_canonical	Late	335	-335	MSS
d515c7d2-2314-46bf-9736-ff3f3d2ab599	Panc-Endocrine	SBS13	Early	835	835	MSS
d515c7d2-2314-46bf-9736-ff3f3d2ab599	Panc-Endocrine	SBS13	Late	693	-693	MSS
d515c7d2-2314-46bf-9736-ff3f3d2ab599	Panc-Endocrine	SBS2	Early	1105	1105	MSS
d515c7d2-2314-46bf-9736-ff3f3d2ab599	Panc-Endocrine	SBS2	Late	1193	-1193	MSS
d5423a93-0a72-43cf-a7ae-9011f47553c7	Lymph-CLL	AICDA_canonical	Early	50	50	MSS
d5423a93-0a72-43cf-a7ae-9011f47553c7	Lymph-CLL	AICDA_canonical	Late	99	-99	MSS
d5796835-d6cd-427e-a398-5fbef88b0648	Panc-AdenoCA	AICDA_canonical	Early	113	113	MSS
d5796835-d6cd-427e-a398-5fbef88b0648	Panc-AdenoCA	AICDA_canonical	Late	198	-198	MSS
d5c87d16-172f-4790-8867-949dcaa534d4	Kidney-RCC	AICDA_canonical	Early	190	190	MSS
d5c87d16-172f-4790-8867-949dcaa534d4	Kidney-RCC	AICDA_canonical	Late	241	-241	MSS
d5f92ce6-796f-480d-bf98-e1080a279207	CNS-Medullo	AICDA_canonical	Early	59	59	MSS
d5f92ce6-796f-480d-bf98-e1080a279207	CNS-Medullo	AICDA_canonical	Late	55	-55	MSS
d609ce92-9edd-4286-bd5f-b93304cae9a2	CNS-Medullo	AICDA_canonical	Early	103	103	MSS
d609ce92-9edd-4286-bd5f-b93304cae9a2	CNS-Medullo	AICDA_canonical	Late	146	-146	MSS
d60f880a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	275	275	MSS
d60f880a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	357	-357	MSS
d6ee68e5-ceb3-4a63-b3bd-e64fe5398102	Lymph-BNHL	AICDA_canonical	Early	75	75	MSS
d6ee68e5-ceb3-4a63-b3bd-e64fe5398102	Lymph-BNHL	AICDA_canonical	Late	132	-132	MSS
d6faafa5-7279-4dc3-be71-45af5c855b34	Panc-Endocrine	AICDA_canonical	Early	66	66	MSS
d6faafa5-7279-4dc3-be71-45af5c855b34	Panc-Endocrine	AICDA_canonical	Late	82	-82	MSS
d707940e-0f9d-4da3-9380-90a422e44efd	Eso-AdenoCA	AICDA_canonical	Early	179	179	MSS
d707940e-0f9d-4da3-9380-90a422e44efd	Eso-AdenoCA	AICDA_canonical	Late	254	-254	MSS
d709d214-02ee-46c1-a73a-e7074cb2623e	Prost-AdenoCA	AICDA_canonical	Early	63	63	MSS
d709d214-02ee-46c1-a73a-e7074cb2623e	Prost-AdenoCA	AICDA_canonical	Late	65	-65	MSS
d733cf1a-4c42-4def-b6cb-5ef2c6a27fcd	Lymph-BNHL	AICDA_canonical	Early	353	353	MSS
d733cf1a-4c42-4def-b6cb-5ef2c6a27fcd	Lymph-BNHL	AICDA_canonical	Late	538	-538	MSS
d74be531-b0fd-42c3-954e-4a4f7eef922a	Prost-AdenoCA	AICDA_canonical	Early	33	33	MSS
d74be531-b0fd-42c3-954e-4a4f7eef922a	Prost-AdenoCA	AICDA_canonical	Late	37	-37	MSS
d7578910-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	135	135	MSS
d7578910-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	216	-216	MSS
d7f8e1f3-a9a7-4929-92df-1283bac815d2	Stomach-AdenoCA	AICDA_canonical	Early	55	55	MSS
d7f8e1f3-a9a7-4929-92df-1283bac815d2	Stomach-AdenoCA	AICDA_canonical	Late	81	-81	MSS
d876d576-c622-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Early	166	166	MSS
d876d576-c622-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Late	220	-220	MSS
d88296ac-bb0d-47ab-9051-6c358f0af780	Lymph-CLL	AICDA_canonical	Early	50	50	MSS
d88296ac-bb0d-47ab-9051-6c358f0af780	Lymph-CLL	AICDA_canonical	Late	58	-58	MSS
d884d070-6077-4155-9978-76aca7ba1e76	CNS-PiloAstro	AICDA_canonical	Early	3	3	MSS
d884d070-6077-4155-9978-76aca7ba1e76	CNS-PiloAstro	AICDA_canonical	Late	3	-3	MSS
d8995dfa-a780-4fe6-b3f8-fb464f51a1cf	CNS-Medullo	AICDA_canonical	Early	40	40	MSS
d8995dfa-a780-4fe6-b3f8-fb464f51a1cf	CNS-Medullo	AICDA_canonical	Late	37	-37	MSS
d8c2b4b2-e12b-43d2-bafc-87b29f027797	Ovary-AdenoCA	AICDA_canonical	Early	506	506	MSS
d8c2b4b2-e12b-43d2-bafc-87b29f027797	Ovary-AdenoCA	AICDA_canonical	Late	432	-432	MSS
d8de6de6-4cfe-4239-9ebd-3437aa65efb2	Panc-AdenoCA	AICDA_canonical	Early	72	72	MSS
d8de6de6-4cfe-4239-9ebd-3437aa65efb2	Panc-AdenoCA	AICDA_canonical	Late	107	-107	MSS
d8e2af63-afe0-4f15-88b4-78118cf68160	CNS-Medullo	AICDA_canonical	Early	13	13	MSS
d8e2af63-afe0-4f15-88b4-78118cf68160	CNS-Medullo	AICDA_canonical	Late	9	-9	MSS
d91e1a92-837d-44d6-92d8-419f435effe0	Stomach-AdenoCA	AICDA_canonical	Early	63	63	MSS
d91e1a92-837d-44d6-92d8-419f435effe0	Stomach-AdenoCA	AICDA_canonical	Late	92	-92	MSS
d91f487e-0895-44ef-aeb1-a62bd576f8b0	Panc-AdenoCA	AICDA_canonical	Early	140	140	MSS
d91f487e-0895-44ef-aeb1-a62bd576f8b0	Panc-AdenoCA	AICDA_canonical	Late	192	-192	MSS
d926a39f-d057-4e78-8907-b74f52157d99	Kidney-RCC	AICDA_canonical	Early	111	111	MSS
d926a39f-d057-4e78-8907-b74f52157d99	Kidney-RCC	AICDA_canonical	Late	114	-114	MSS
d9338d73-1d5e-4808-91f2-b5a09f7342de	CNS-Medullo	AICDA_canonical	Early	11	11	MSS
d9338d73-1d5e-4808-91f2-b5a09f7342de	CNS-Medullo	AICDA_canonical	Late	18	-18	MSS
d9e66fc5-9018-4568-b388-c5eb756f7823	Ovary-AdenoCA	AICDA_canonical	Early	187	187	MSS
d9e66fc5-9018-4568-b388-c5eb756f7823	Ovary-AdenoCA	AICDA_canonical	Late	201	-201	MSS
da10f77f-4414-4125-b359-de596421cca6	CNS-PiloAstro	AICDA_canonical	Early	3	3	MSS
da10f77f-4414-4125-b359-de596421cca6	CNS-PiloAstro	AICDA_canonical	Late	3	-3	MSS
da1ed4b9-f428-48aa-834d-1d9673999044	Panc-AdenoCA	AICDA_canonical	Early	98	98	MSS
da1ed4b9-f428-48aa-834d-1d9673999044	Panc-AdenoCA	AICDA_canonical	Late	157	-157	MSS
da43386c-47f8-4e03-b6ca-8b94e13792e7	Ovary-AdenoCA	AICDA_canonical	Early	350	350	MSS
da43386c-47f8-4e03-b6ca-8b94e13792e7	Ovary-AdenoCA	AICDA_canonical	Late	325	-325	MSS
da5b9926-c622-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Early	123	123	MSS
da5b9926-c622-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Late	169	-169	MSS
da5b9926-c622-11e3-bf01-24c6515278c0	Biliary-AdenoCA	SBS2	Early	218	218	MSS
da5b9926-c622-11e3-bf01-24c6515278c0	Biliary-AdenoCA	SBS2	Late	313	-313	MSS
da910f22-126e-41dc-be6b-47c8f69ad106	Eso-AdenoCA	AICDA_canonical	Early	675	675	MSS
da910f22-126e-41dc-be6b-47c8f69ad106	Eso-AdenoCA	AICDA_canonical	Late	1195	-1195	MSS
dabdd983-a819-410e-bfb8-5c66a66cf5ab	Lymph-CLL	AICDA_canonical	Early	41	41	MSS
dabdd983-a819-410e-bfb8-5c66a66cf5ab	Lymph-CLL	AICDA_canonical	Late	57	-57	MSS
db198301-6c69-4d56-88d1-c650406423dd	Prost-AdenoCA	AICDA_canonical	Early	46	46	MSS
db198301-6c69-4d56-88d1-c650406423dd	Prost-AdenoCA	AICDA_canonical	Late	65	-65	MSS
db2a1df8-487d-4dad-a347-5c5ed539d5ad	Panc-AdenoCA	AICDA_canonical	Early	123	123	MSS
db2a1df8-487d-4dad-a347-5c5ed539d5ad	Panc-AdenoCA	AICDA_canonical	Late	180	-180	MSS
db37739d-af50-4e63-9147-1a7d25630ac6	Prost-AdenoCA	AICDA_canonical	Early	24	24	MSS
db37739d-af50-4e63-9147-1a7d25630ac6	Prost-AdenoCA	AICDA_canonical	Late	45	-45	MSS
db4d1d04-1189-4c0e-99a7-904667af07b5	Kidney-RCC	AICDA_canonical	Early	81	81	MSS
db4d1d04-1189-4c0e-99a7-904667af07b5	Kidney-RCC	AICDA_canonical	Late	104	-104	MSS
db98d6d5-94a5-4559-8f29-49eb74f83ce3	CNS-PiloAstro	AICDA_canonical	Early	10	10	MSS
db98d6d5-94a5-4559-8f29-49eb74f83ce3	CNS-PiloAstro	AICDA_canonical	Late	8	-8	MSS
db9ce6c6-529c-4da6-92c4-f4f3fc3fe109	Lymph-BNHL	AICDA_canonical	Early	64	64	MSS
db9ce6c6-529c-4da6-92c4-f4f3fc3fe109	Lymph-BNHL	AICDA_canonical	Late	107	-107	MSS
dbae3c4e-6d66-483a-a611-7285067bf85c	Lymph-BNHL	AICDA_canonical	Early	590	590	MSS
dbae3c4e-6d66-483a-a611-7285067bf85c	Lymph-BNHL	AICDA_canonical	Late	748	-748	MSS
dbbd54db-4470-4df6-b5be-3e175c7133b0	Ovary-AdenoCA	AICDA_canonical	Early	227	227	MSS
dbbd54db-4470-4df6-b5be-3e175c7133b0	Ovary-AdenoCA	AICDA_canonical	Late	215	-215	MSS
dbd834cb-b14f-4380-9741-f96551268447	Stomach-AdenoCA	AICDA_canonical	Early	75	75	MSS
dbd834cb-b14f-4380-9741-f96551268447	Stomach-AdenoCA	AICDA_canonical	Late	87	-87	MSS
dbd834cb-b14f-4380-9741-f96551268447	Stomach-AdenoCA	SBS13	Early	202	202	MSS
dbd834cb-b14f-4380-9741-f96551268447	Stomach-AdenoCA	SBS13	Late	235	-235	MSS
dbfa4e8a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	144	144	MSS
dbfa4e8a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	219	-219	MSS
dbfdb5c6-f52e-48f3-87e7-fb922df9e7a9	Prost-AdenoCA	AICDA_canonical	Early	58	58	MSS
dbfdb5c6-f52e-48f3-87e7-fb922df9e7a9	Prost-AdenoCA	AICDA_canonical	Late	74	-74	MSS
dc107863-2c7d-4b19-8afb-666c7798f0da	Stomach-AdenoCA	AICDA_canonical	Early	1744	1744	MSI
dc107863-2c7d-4b19-8afb-666c7798f0da	Stomach-AdenoCA	AICDA_canonical	Late	1846	-1846	MSI
dc4ba4bc-6333-4fe9-8805-e058cc9e6e18	Panc-Endocrine	AICDA_canonical	Early	214	214	MSS
dc4ba4bc-6333-4fe9-8805-e058cc9e6e18	Panc-Endocrine	AICDA_canonical	Late	274	-274	MSS
dc4bc4c4-2cc1-4a2e-a9f2-613088af17bf	Lymph-BNHL	AICDA_canonical	Early	93	93	MSS
dc4bc4c4-2cc1-4a2e-a9f2-613088af17bf	Lymph-BNHL	AICDA_canonical	Late	164	-164	MSS
dc505248-ed04-4f77-a7c6-3fefbc5df27b	Lymph-CLL	AICDA_canonical	Early	44	44	MSS
dc505248-ed04-4f77-a7c6-3fefbc5df27b	Lymph-CLL	AICDA_canonical	Late	79	-79	MSS
dc57c2e7-4c5b-4e2b-93c6-f032fcebc2fa	Panc-Endocrine	AICDA_canonical	Early	36	36	MSS
dc57c2e7-4c5b-4e2b-93c6-f032fcebc2fa	Panc-Endocrine	AICDA_canonical	Late	30	-30	MSS
dc7faf84-4438-447b-abcf-a3af87043654	Panc-Endocrine	AICDA_canonical	Early	98	98	MSS
dc7faf84-4438-447b-abcf-a3af87043654	Panc-Endocrine	AICDA_canonical	Late	110	-110	MSS
dc85552c-2488-48d9-9da1-67a380945b85	Prost-AdenoCA	AICDA_canonical	Early	74	74	MSS
dc85552c-2488-48d9-9da1-67a380945b85	Prost-AdenoCA	AICDA_canonical	Late	91	-91	MSS
dc856038-f5f7-4dfc-a0a4-3e3a6b8d160f	Panc-AdenoCA	AICDA_canonical	Early	128	128	MSS
dc856038-f5f7-4dfc-a0a4-3e3a6b8d160f	Panc-AdenoCA	AICDA_canonical	Late	167	-167	MSS
dcc938da-3e45-4c2f-ae0f-47817be04518	Prost-AdenoCA	AICDA_canonical	Early	68	68	MSS
dcc938da-3e45-4c2f-ae0f-47817be04518	Prost-AdenoCA	AICDA_canonical	Late	86	-86	MSS
dccddb92-bb26-4dc9-a935-2320d089a54a	CNS-PiloAstro	AICDA_canonical	Early	4	4	MSS
dccddb92-bb26-4dc9-a935-2320d089a54a	CNS-PiloAstro	AICDA_canonical	Late	8	-8	MSS
dce54d09-9827-4fe2-abe1-c5b7d528ba7f	Ovary-AdenoCA	AICDA_canonical	Early	174	174	MSS
dce54d09-9827-4fe2-abe1-c5b7d528ba7f	Ovary-AdenoCA	AICDA_canonical	Late	158	-158	MSS
dd2e7b3c-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	187	187	MSS
dd2e7b3c-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	259	-259	MSS
dd4fdb6a-8067-4b64-ab74-bbb0fec34ca9	Panc-AdenoCA	AICDA_canonical	Early	104	104	MSS
dd4fdb6a-8067-4b64-ab74-bbb0fec34ca9	Panc-AdenoCA	AICDA_canonical	Late	132	-132	MSS
dd5ed858-0623-4387-b1bf-109175c32ef4	Prost-AdenoCA	AICDA_canonical	Early	31	31	MSS
dd5ed858-0623-4387-b1bf-109175c32ef4	Prost-AdenoCA	AICDA_canonical	Late	37	-37	MSS
dd7d623b-b9af-4147-9aa6-e09793691f10	Eso-AdenoCA	AICDA_canonical	Early	203	203	MSS
dd7d623b-b9af-4147-9aa6-e09793691f10	Eso-AdenoCA	AICDA_canonical	Late	361	-361	MSS
dd8f3e1c-6ed6-41c2-957d-6f679a3cb3ca	Lymph-BNHL	AICDA_canonical	Early	51	51	MSS
dd8f3e1c-6ed6-41c2-957d-6f679a3cb3ca	Lymph-BNHL	AICDA_canonical	Late	117	-117	MSS
dd9d2e9e-02dc-40fc-842b-c5b9707fca56	Stomach-AdenoCA	AICDA_canonical	Early	163	163	MSS
dd9d2e9e-02dc-40fc-842b-c5b9707fca56	Stomach-AdenoCA	AICDA_canonical	Late	241	-241	MSS
ddb6c68e-0c90-4bde-a011-523600ce8b29	CNS-PiloAstro	AICDA_canonical	Early	8	8	MSS
ddb6c68e-0c90-4bde-a011-523600ce8b29	CNS-PiloAstro	AICDA_canonical	Late	10	-10	MSS
de4d6f9f-d64a-41b9-a928-64e79b9f7d5f	Panc-Endocrine	AICDA_canonical	Early	27	27	MSS
de4d6f9f-d64a-41b9-a928-64e79b9f7d5f	Panc-Endocrine	AICDA_canonical	Late	33	-33	MSS
de4f520c-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	103	103	MSS
de4f520c-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	144	-144	MSS
de4faf55-1bcf-427f-b019-829bb4b64ff1	Prost-AdenoCA	AICDA_canonical	Early	45	45	MSS
de4faf55-1bcf-427f-b019-829bb4b64ff1	Prost-AdenoCA	AICDA_canonical	Late	68	-68	MSS
de55876b-5d7d-46e7-bf3e-35db7a155300	CNS-PiloAstro	AICDA_canonical	Early	12	12	MSS
de55876b-5d7d-46e7-bf3e-35db7a155300	CNS-PiloAstro	AICDA_canonical	Late	14	-14	MSS
de581588-be15-4bf4-95d1-aa5478b53ab6	Eso-AdenoCA	AICDA_canonical	Early	236	236	MSS
de581588-be15-4bf4-95d1-aa5478b53ab6	Eso-AdenoCA	AICDA_canonical	Late	310	-310	MSS
de92d076-24b7-46eb-8df6-56094d264f3b	CNS-PiloAstro	AICDA_canonical	Early	8	8	MSS
de92d076-24b7-46eb-8df6-56094d264f3b	CNS-PiloAstro	AICDA_canonical	Late	16	-16	MSS
de99a4de-e916-4572-ac9e-73e341827229	Lymph-CLL	AICDA_canonical	Early	48	48	MSS
de99a4de-e916-4572-ac9e-73e341827229	Lymph-CLL	AICDA_canonical	Late	80	-80	MSS
deb0de92-a46b-4e71-814c-2f6c5e97dbcd	Kidney-RCC	AICDA_canonical	Early	76	76	MSS
deb0de92-a46b-4e71-814c-2f6c5e97dbcd	Kidney-RCC	AICDA_canonical	Late	85	-85	MSS
decfb419-63b3-47b0-9dfc-baae180566a0	Kidney-RCC	AICDA_canonical	Early	110	110	MSS
